,,,,,,,,,,,,,,,,,,,
CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch5,CMB_MARK_CX_LRD_epoch5,CMB_WX_SYN_ZYDA_CX_epoch5,MB_CX_LAST_epoch5,,CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch10,CMB_MARK_CX_LRD_epoch10,CMB_WX_SYN_ZYDA_CX_epoch10,MB_CX_LAST_epoch10,,CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch15,CMB_MARK_CX_LRD_epoch15,CMB_WX_SYN_ZYDA_CX_epoch15,MB_CX_LAST_epoch15,,CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch20,CMB_MARK_CX_LRD_epoch20,CMB_WX_SYN_ZYDA_CX_epoch20,MB_CX_LAST_epoch20,
"macro_f1: 0.9604 ± 0.0008 [0.9597811049508905, 0.9615796405455397, 0.9597811049508905]","macro_f1: 0.9524 ± 0.0015 [0.954183617384197, 0.952403870084369, 0.9506248104337276]","macro_f1: 0.9790 ± 0.0049 [0.9824120240580791, 0.9824599101001551, 0.9720045974565056]","macro_f1: 0.9715 ± 0.0035 [0.9697392470501714, 0.9764189514189514, 0.9684899527415824]",,"macro_f1: 0.9886 ± 0.0017 [0.9873887617594711, 0.9873887617594711, 0.9909846375315355]","macro_f1: 0.9814 ± 0.0125 [0.963945384917252, 0.9873887617594711, 0.9927906976744186]","macro_f1: 0.9904 ± 0.0008 [0.9909846375315355, 0.9909846375315355, 0.9891860465116279]","macro_f1: 0.9866 ± 0.0064 [0.9777507063294687, 0.98919452755105, 0.9927906976744186]",,"macro_f1: 0.9874 ± 0.0053 [0.992784614937011, 0.9802237155926723, 0.9891860465116279]","macro_f1: 0.9785 ± 0.0053 [0.9728249714179361, 0.97696369192788, 0.9856127628716461]","macro_f1: 0.9849 ± 0.0077 [0.9909919726853365, 0.9896190221142612, 0.9739800551241752]","macro_f1: 0.9898 ± 0.0009 [0.9891860465116279, 0.9909919726853365, 0.9891860465116279]",,"macro_f1: 0.9892 ± 0.0015 [0.9909846375315355, 0.9891860465116279, 0.9873887617594711]","macro_f1: 0.9910 ± 0.0015 [0.992784614937011, 0.98919452755105, 0.9909846375315355]","macro_f1: 0.9874 ± 0.0029 [0.9837977917958174, 0.9873784925441499, 0.9909846375315355]","macro_f1: 0.9849 ± 0.0060 [0.9891860465116279, 0.9764189514189514, 0.9891860465116279]",
"weighted_f1: 0.9658 ± 0.0007 [0.9653236693253453, 0.9667669826027098, 0.9653236693253453]","weighted_f1: 0.9596 ± 0.0012 [0.9610506664793226, 0.9596098533440451, 0.9581690572376789]","weighted_f1: 0.9826 ± 0.0041 [0.9854695256546213, 0.9855045566527665, 0.9768319974867521]","weighted_f1: 0.9759 ± 0.0027 [0.9740040212531096, 0.9797667217478538, 0.973962488371177]",,"weighted_f1: 0.9908 ± 0.0014 [0.9898383555911296, 0.9898383555911296, 0.9927385157513533]","weighted_f1: 0.9846 ± 0.0107 [0.9696806124060866, 0.9898383555911296, 0.994192122050832]","weighted_f1: 0.9923 ± 0.0007 [0.9927385157513533, 0.9927385157513533, 0.9912881830762481]","weighted_f1: 0.9889 ± 0.0056 [0.9812011407649447, 0.9912917271407837, 0.994192122050832]",,"weighted_f1: 0.9898 ± 0.0043 [0.9941894175394006, 0.9840469855205227, 0.9912881830762481]","weighted_f1: 0.9817 ± 0.0049 [0.9768756191397701, 0.9797689003589258, 0.9883963790256292]","weighted_f1: 0.9870 ± 0.0071 [0.9927416825650927, 0.9912823527209916, 0.9769087800592249]","weighted_f1: 0.9918 ± 0.0007 [0.9912881830762481, 0.9927416825650927, 0.9912881830762481]",,"weighted_f1: 0.9913 ± 0.0012 [0.9927385157513533, 0.9912881830762481, 0.9898383555911296]","weighted_f1: 0.9927 ± 0.0012 [0.9941894175394006, 0.9912917271407837, 0.9927385157513533]","weighted_f1: 0.9898 ± 0.0024 [0.9869399612294881, 0.9898339220518947, 0.9927385157513533]","weighted_f1: 0.9874 ± 0.0054 [0.9912881830762481, 0.9797667217478538, 0.9912881830762481]",
"accuracy: 0.9657 ± 0.0007 [0.965166908563135, 0.9666182873730044, 0.965166908563135]","accuracy: 0.9594 ± 0.0012 [0.9608127721335269, 0.9593613933236574, 0.9579100145137881]","accuracy: 0.9826 ± 0.0041 [0.9854862119013063, 0.9854862119013063, 0.97677793904209]","accuracy: 0.9758 ± 0.0027 [0.9738751814223512, 0.9796806966618288, 0.9738751814223512]",,"accuracy: 0.9908 ± 0.0014 [0.9898403483309144, 0.9898403483309144, 0.9927431059506531]","accuracy: 0.9845 ± 0.0108 [0.969521044992743, 0.9898403483309144, 0.9941944847605225]","accuracy: 0.9923 ± 0.0007 [0.9927431059506531, 0.9927431059506531, 0.9912917271407837]","accuracy: 0.9889 ± 0.0056 [0.9811320754716981, 0.9912917271407837, 0.9941944847605225]",,"accuracy: 0.9898 ± 0.0043 [0.9941944847605225, 0.9840348330914369, 0.9912917271407837]","accuracy: 0.9816 ± 0.0049 [0.97677793904209, 0.9796806966618288, 0.988388969521045]","accuracy: 0.9869 ± 0.0072 [0.9927431059506531, 0.9912917271407837, 0.97677793904209]","accuracy: 0.9918 ± 0.0007 [0.9912917271407837, 0.9927431059506531, 0.9912917271407837]",,"accuracy: 0.9913 ± 0.0012 [0.9927431059506531, 0.9912917271407837, 0.9898403483309144]","accuracy: 0.9927 ± 0.0012 [0.9941944847605225, 0.9912917271407837, 0.9927431059506531]","accuracy: 0.9898 ± 0.0024 [0.9869375907111756, 0.9898403483309144, 0.9927431059506531]","accuracy: 0.9874 ± 0.0055 [0.9912917271407837, 0.9796806966618288, 0.9912917271407837]",
,,,,,,,,,,,,,,,,,,,
tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,,tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,,tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,,tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,tcfd_recommendations:,
"micro_f1: 0.5908 ± 0.0047 [0.5875, 0.5875, 0.5975]","micro_f1: 0.6083 ± 0.0031 [0.6075, 0.6125, 0.605]","micro_f1: 0.6450 ± 0.0035 [0.6475, 0.6475, 0.64]","micro_f1: 0.6692 ± 0.0051 [0.6625, 0.675, 0.67]",,"micro_f1: 0.7158 ± 0.0096 [0.72, 0.725, 0.7025]","micro_f1: 0.6933 ± 0.0077 [0.6825, 0.6975, 0.7]","micro_f1: 0.7025 ± 0.0141 [0.7225, 0.6925, 0.6925]","micro_f1: 0.6942 ± 0.0133 [0.6775, 0.695, 0.71]",,"micro_f1: 0.6983 ± 0.0051 [0.6975, 0.6925, 0.705]","micro_f1: 0.7083 ± 0.0062 [0.7, 0.715, 0.71]","micro_f1: 0.7067 ± 0.0066 [0.7125, 0.6975, 0.71]","micro_f1: 0.7050 ± 0.0215 [0.7075, 0.73, 0.6775]",,"micro_f1: 0.6908 ± 0.0062 [0.6925, 0.6825, 0.6975]","micro_f1: 0.7008 ± 0.0077 [0.705, 0.7075, 0.69]","micro_f1: 0.7092 ± 0.0031 [0.7125, 0.71, 0.705]","micro_f1: 0.7208 ± 0.0066 [0.715, 0.7175, 0.73]",
"macro_f1: 0.3798 ± 0.0058 [0.37827454504715297, 0.3735361681329423, 0.38751850758842654]","macro_f1: 0.4060 ± 0.0166 [0.3975277526679547, 0.429157705579052, 0.39118158333132136]","macro_f1: 0.5306 ± 0.0052 [0.5355308761850817, 0.5328574956539869, 0.5233428540744227]","macro_f1: 0.5509 ± 0.0145 [0.5314384069190015, 0.5663434685545238, 0.5548496751875192]",,"macro_f1: 0.6291 ± 0.0125 [0.633786067128036, 0.6415370516925243, 0.611954943393499]","macro_f1: 0.5985 ± 0.0070 [0.5899651787765935, 0.5986161765941813, 0.6070179045820348]","macro_f1: 0.6303 ± 0.0125 [0.6478100648362929, 0.6196324971887368, 0.6233506603921484]","macro_f1: 0.6006 ± 0.0066 [0.5937713285907564, 0.5984468192688268, 0.6094825311161427]",,"macro_f1: 0.6295 ± 0.0096 [0.6202152319451516, 0.6254602253434172, 0.6427518464068429]","macro_f1: 0.6428 ± 0.0138 [0.6245456843342584, 0.6577524691287789, 0.6461719131931898]","macro_f1: 0.6382 ± 0.0150 [0.6528953616873896, 0.6175225051985469, 0.6440352604208316]","macro_f1: 0.6267 ± 0.0269 [0.6148856433765217, 0.6639336074855475, 0.6011610189021356]",,"macro_f1: 0.6198 ± 0.0107 [0.6241101878841808, 0.6051219951855135, 0.6302356892361907]","macro_f1: 0.6218 ± 0.0067 [0.6202386784445363, 0.6307165560987297, 0.6145812469106617]","macro_f1: 0.6364 ± 0.0053 [0.6438360873918875, 0.6336550021730626, 0.6316770314533136]","macro_f1: 0.6396 ± 0.0101 [0.6298225078512815, 0.6355915739743757, 0.6535007735096083]",
"weighted_f1: 0.5396 ± 0.0051 [0.5372087256010434, 0.5348743890518084, 0.5465931029438101]","weighted_f1: 0.5646 ± 0.0085 [0.5615976035224509, 0.5761918028424831, 0.5561574398223038]","weighted_f1: 0.6321 ± 0.0042 [0.6359782669644942, 0.6341167163581561, 0.6262156738118532]","weighted_f1: 0.6530 ± 0.0065 [0.6447764880171327, 0.6606046777994014, 0.6536715015739339]",,"weighted_f1: 0.7041 ± 0.0103 [0.7093887769182458, 0.7132679362691082, 0.6896417271979298]","weighted_f1: 0.6830 ± 0.0072 [0.6729867540664418, 0.6866815984001811, 0.6893863763168895]","weighted_f1: 0.6967 ± 0.0124 [0.714230050274506, 0.6879825683281275, 0.6877415059244055]","weighted_f1: 0.6857 ± 0.0082 [0.6756353988774477, 0.6855310683530759, 0.6958346419150828]",,"weighted_f1: 0.6956 ± 0.0060 [0.6957031294965167, 0.6881456024224785, 0.7028618189545897]","weighted_f1: 0.7047 ± 0.0060 [0.6965883025730878, 0.7108701121551926, 0.7065168607987757]","weighted_f1: 0.7039 ± 0.0075 [0.7115537601604036, 0.693628437449595, 0.7064611074952977]","weighted_f1: 0.6966 ± 0.0228 [0.6926895149251411, 0.726192530842124, 0.6708299402585571]",,"weighted_f1: 0.6842 ± 0.0064 [0.6862869131559838, 0.6755384438109953, 0.6908506475124392]","weighted_f1: 0.6909 ± 0.0072 [0.6909811485801884, 0.6997695013472044, 0.6820138473992249]","weighted_f1: 0.6999 ± 0.0051 [0.7064719941657646, 0.6991331387107942, 0.6941348959034416]","weighted_f1: 0.7137 ± 0.0064 [0.7069180048386571, 0.7118074432160003, 0.7223634646921601]",
"accuracy: 0.5908 ± 0.0047 [0.5875, 0.5875, 0.5975]","accuracy: 0.6083 ± 0.0031 [0.6075, 0.6125, 0.605]","accuracy: 0.6450 ± 0.0035 [0.6475, 0.6475, 0.64]","accuracy: 0.6692 ± 0.0051 [0.6625, 0.675, 0.67]",,"accuracy: 0.7158 ± 0.0096 [0.72, 0.725, 0.7025]","accuracy: 0.6933 ± 0.0077 [0.6825, 0.6975, 0.7]","accuracy: 0.7025 ± 0.0141 [0.7225, 0.6925, 0.6925]","accuracy: 0.6942 ± 0.0133 [0.6775, 0.695, 0.71]",,"accuracy: 0.6983 ± 0.0051 [0.6975, 0.6925, 0.705]","accuracy: 0.7083 ± 0.0062 [0.7, 0.715, 0.71]","accuracy: 0.7067 ± 0.0066 [0.7125, 0.6975, 0.71]","accuracy: 0.7050 ± 0.0215 [0.7075, 0.73, 0.6775]",,"accuracy: 0.6908 ± 0.0062 [0.6925, 0.6825, 0.6975]","accuracy: 0.7008 ± 0.0077 [0.705, 0.7075, 0.69]","accuracy: 0.7092 ± 0.0031 [0.7125, 0.71, 0.705]","accuracy: 0.7208 ± 0.0066 [0.715, 0.7175, 0.73]",
,,,,,,,,,,,,,,,,,,,
water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,,,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:,water_forest_biodiversity_nature:
"micro_f1: 0.7606 ± 0.0121 [0.7600849256900213, 0.7459807073954984, 0.7757201646090535]","micro_f1: 0.6480 ± 0.0354 [0.6919642857142857, 0.6466512702078522, 0.6052631578947368]","micro_f1: 0.9143 ± 0.0012 [0.9133398247322297, 0.9135082604470359, 0.916015625]","micro_f1: 0.8926 ± 0.0160 [0.9048086359175662, 0.9029126213592233, 0.8699902248289345]",,"micro_f1: 0.9522 ± 0.0086 [0.94716618635927, 0.9451395572666025, 0.9643201542912246]","micro_f1: 0.9654 ± 0.0047 [0.9692307692307692, 0.9587727708533078, 0.9682386910490857]","micro_f1: 0.9721 ± 0.0008 [0.9731285988483686, 0.9720885466794995, 0.9710982658959537]","micro_f1: 0.9714 ± 0.0028 [0.9742612011439467, 0.972407231208373, 0.9675572519083969]",,,"micro_f1: 0.9621 ± 0.0025 [0.9615384615384616, 0.9653846153846154, 0.9594594594594594]","micro_f1: 0.9685 ± 0.0060 [0.976878612716763, 0.9653179190751445, 0.9631782945736435]","micro_f1: 0.9770 ± 0.0016 [0.9769673704414588, 0.9750479846449136, 0.9790076335877863]","micro_f1: 0.9795 ± 0.0029 [0.983638113570741, 0.9770114942528736, 0.9779904306220095]",,"micro_f1: 0.9735 ± 0.0019 [0.9759384023099134, 0.9731800766283525, 0.9713740458015268]","micro_f1: 0.9791 ± 0.0008 [0.9797101449275363, 0.9797492767598843, 0.9779482262703739]","micro_f1: 0.9759 ± 0.0037 [0.971042471042471, 0.9798270893371758, 0.976878612716763]","micro_f1: 0.9804 ± 0.0016 [0.9826254826254827, 0.9798657718120806, 0.9788461538461538]"
"macro_f1: 0.6987 ± 0.0261 [0.7016519972939832, 0.6653508887831862, 0.7290107929136567]","macro_f1: 0.4699 ± 0.0840 [0.5748441103244973, 0.4658335725825288, 0.3691674693592852]","macro_f1: 0.9060 ± 0.0019 [0.9045272936798536, 0.904796357849758, 0.9087833152375799]","macro_f1: 0.8748 ± 0.0181 [0.8892002250792488, 0.8858870407806207, 0.8493427316323598]",,"macro_f1: 0.9442 ± 0.0116 [0.9380079193719375, 0.9341343030680118, 0.9605538499990047]","macro_f1: 0.9618 ± 0.0067 [0.9671176971429918, 0.9523657636759194, 0.965959632339452]","macro_f1: 0.9706 ± 0.0010 [0.9719084916575325, 0.9701989429508733, 0.9696212167484031]","macro_f1: 0.9698 ± 0.0035 [0.973588483861114, 0.9705871626064856, 0.965240144552806]",,,"macro_f1: 0.9571 ± 0.0033 [0.9556250218965512, 0.9616081145374111, 0.9540596170713067]","macro_f1: 0.9670 ± 0.0064 [0.9758920861138194, 0.9637455350409138, 0.9613623309708934]","macro_f1: 0.9756 ± 0.0019 [0.9745580940441975, 0.9739353947667376, 0.9782269608799453]","macro_f1: 0.9788 ± 0.0030 [0.9827486495084217, 0.975518628696757, 0.97819829995542]",,"macro_f1: 0.9726 ± 0.0018 [0.9748716305750253, 0.972429219093822, 0.9704605577270988]","macro_f1: 0.9784 ± 0.0017 [0.9778975962316976, 0.9806153646728335, 0.9766106586194773]","macro_f1: 0.9756 ± 0.0043 [0.9695505304215027, 0.9796689125171071, 0.9774846097088234]","macro_f1: 0.9789 ± 0.0020 [0.9816535224942199, 0.9781484196737457, 0.9770064691175896]"
"weighted_f1: 0.7486 ± 0.0170 [0.7482429788858875, 0.727950023837097, 0.7695089521659305]","weighted_f1: 0.5858 ± 0.0582 [0.6587817373013405, 0.5824156129447863, 0.5162625269998055]","weighted_f1: 0.9141 ± 0.0012 [0.9131494572564671, 0.9133696957959218, 0.9157800340298151]","weighted_f1: 0.8918 ± 0.0163 [0.9043046982961618, 0.9022933685878214, 0.868736166198883]",,"weighted_f1: 0.9520 ± 0.0087 [0.9469452474031607, 0.9448436626905309, 0.9642371430539668]","weighted_f1: 0.9654 ± 0.0048 [0.9692177719606454, 0.9586501488690182, 0.9682201332024364]","weighted_f1: 0.9721 ± 0.0008 [0.9731166162950272, 0.9720800696949096, 0.9710714674191933]","weighted_f1: 0.9714 ± 0.0028 [0.9742618932532172, 0.9724101141962598, 0.9675287525326215]",,,"weighted_f1: 0.9620 ± 0.0024 [0.9613054892424986, 0.9652333228187016, 0.959356682870048]","weighted_f1: 0.9684 ± 0.0060 [0.9768262523849514, 0.965277886399653, 0.963063745929757]","weighted_f1: 0.9770 ± 0.0016 [0.9769734381352623, 0.9750275981684319, 0.9789742116243707]","weighted_f1: 0.9795 ± 0.0029 [0.9836260754180461, 0.9769848077793973, 0.9780049204305178]",,"weighted_f1: 0.9735 ± 0.0019 [0.9759283508737895, 0.973180941333038, 0.971363398918007]","weighted_f1: 0.9791 ± 0.0008 [0.9796624562639095, 0.9797545889290334, 0.9779515734046723]","weighted_f1: 0.9759 ± 0.0036 [0.971013041141624, 0.9797947071661909, 0.9768561915428643]","weighted_f1: 0.9805 ± 0.0016 [0.9826243028848796, 0.9798886745702194, 0.9788473556722685]"
,,,,,,,,,,,,,,,,,,,
wximpactbench:,wximpactbench:,wximpactbench:,wximpactbench:,,wximpactbench:,wximpactbench:,wximpactbench:,wximpactbench:,,,wximpactbench:,wximpactbench:,wximpactbench:,wximpactbench:,,wximpactbench:,wximpactbench:,wximpactbench:,wximpactbench:
"micro_f1: 0.0523 ± 0.0370 [0.078125, 0.0, 0.07874015748031496]","micro_f1: 0.0872 ± 0.0620 [0.12307692307692308, 0.13846153846153847, 0.0]","micro_f1: 0.2671 ± 0.0857 [0.2676056338028169, 0.3717948717948718, 0.16176470588235295]","micro_f1: 0.3593 ± 0.0816 [0.2553191489361702, 0.45454545454545453, 0.36809815950920244]",,"micro_f1: 0.5185 ± 0.0452 [0.5510204081632653, 0.55, 0.45454545454545453]","micro_f1: 0.5337 ± 0.0103 [0.5212765957446809, 0.5463917525773195, 0.5333333333333333]","micro_f1: 0.4811 ± 0.0271 [0.44970414201183434, 0.5157894736842106, 0.4777777777777778]","micro_f1: 0.5125 ± 0.0471 [0.48863636363636365, 0.5781990521327014, 0.47058823529411764]",,,"micro_f1: 0.5083 ± 0.0244 [0.4787234042553192, 0.5384615384615384, 0.5076142131979695]","micro_f1: 0.5691 ± 0.0187 [0.5589519650655022, 0.5953488372093023, 0.5529953917050692]","micro_f1: 0.5388 ± 0.0245 [0.5123152709359606, 0.5327102803738317, 0.5714285714285714]","micro_f1: 0.5221 ± 0.0565 [0.5333333333333333, 0.5849056603773585, 0.4479166666666667]",,"micro_f1: 0.5339 ± 0.0294 [0.5408163265306123, 0.5660377358490566, 0.494949494949495]","micro_f1: 0.5803 ± 0.0136 [0.5915492957746479, 0.5610859728506787, 0.5882352941176471]","micro_f1: 0.5669 ± 0.0230 [0.5916666666666667, 0.5363636363636364, 0.5727699530516432]","micro_f1: 0.5683 ± 0.0290 [0.5893719806763285, 0.5882352941176471, 0.527363184079602]"
"macro_f1: 0.0200 ± 0.0142 [0.029761904761904764, 0.0, 0.030303030303030304]","macro_f1: 0.0326 ± 0.0231 [0.04597701149425287, 0.05172413793103448, 0.0]","macro_f1: 0.0964 ± 0.0346 [0.09047619047619047, 0.14148550724637682, 0.057291666666666664]","macro_f1: 0.1280 ± 0.0428 [0.08695652173913043, 0.18704212454212454, 0.10989010989010989]",,"macro_f1: 0.2399 ± 0.0621 [0.2711160004889378, 0.2953625894802366, 0.1531903190319032]","macro_f1: 0.2697 ± 0.0327 [0.24526477257569693, 0.31587894795998656, 0.2478736520124226]","macro_f1: 0.2097 ± 0.0541 [0.15933528836754643, 0.28479715485160134, 0.1848433682540901]","macro_f1: 0.2039 ± 0.0499 [0.1657329598506069, 0.27432659932659936, 0.17149122807017544]",,,"macro_f1: 0.2178 ± 0.0437 [0.16727272727272727, 0.2738095238095238, 0.21235313042335593]","macro_f1: 0.3642 ± 0.0444 [0.38380880831741226, 0.4061166133119915, 0.3026890526890527]","macro_f1: 0.3334 ± 0.0329 [0.2887141343023696, 0.3444933255123625, 0.36688311688311687]","macro_f1: 0.2790 ± 0.1188 [0.3130057385512794, 0.4044031647746818, 0.11944444444444445]",,"macro_f1: 0.3294 ± 0.0681 [0.34482048218607364, 0.4039812908369609, 0.2393560606060606]","macro_f1: 0.4328 ± 0.0110 [0.44591625638536386, 0.418995093995094, 0.43335945831804873]","macro_f1: 0.4312 ± 0.0098 [0.442820686938334, 0.43186739059337825, 0.4187686331353573]","macro_f1: 0.3755 ± 0.0825 [0.4187722987533234, 0.4477422109194555, 0.25995246583481874]"
"weighted_f1: 0.0486 ± 0.0344 [0.07231404958677685, 0.0, 0.07362885048835463]","weighted_f1: 0.0791 ± 0.0562 [0.11171273867198632, 0.12567683100598462, 0.0]","weighted_f1: 0.2199 ± 0.0659 [0.21983471074380165, 0.30065576715774345, 0.13920454545454544]","weighted_f1: 0.2799 ± 0.0620 [0.21128278835788716, 0.36149078194532736, 0.2670057215511761]",,"weighted_f1: 0.4225 ± 0.0629 [0.4628462846284629, 0.47110138821368763, 0.33364700106374273]","weighted_f1: 0.4445 ± 0.0201 [0.42610597958191543, 0.4724345284927503, 0.4350955855410013]","weighted_f1: 0.3851 ± 0.0455 [0.34356898766389565, 0.4484050354908749, 0.3634083368985636]","weighted_f1: 0.3932 ± 0.0511 [0.3554644998495266, 0.4654436931296435, 0.35882992605480646]",,,"weighted_f1: 0.3979 ± 0.0433 [0.3469271224643126, 0.45277449822904364, 0.39409319475756033]","weighted_f1: 0.5211 ± 0.0317 [0.5327129974996263, 0.5527221219066139, 0.4777313000453497]","weighted_f1: 0.4887 ± 0.0251 [0.4543507150459022, 0.4981903942201204, 0.513648885549712]","weighted_f1: 0.4465 ± 0.1138 [0.49124128655351706, 0.5579680850156505, 0.29022038567493114]",,"weighted_f1: 0.4823 ± 0.0487 [0.49020284049609564, 0.5375454915584421, 0.4191040570999249]","weighted_f1: 0.5612 ± 0.0104 [0.5722706956854129, 0.5473120791302609, 0.5640085932263389]","weighted_f1: 0.5507 ± 0.0151 [0.5709893790107694, 0.5347375064993438, 0.5463837633309271]","weighted_f1: 0.5276 ± 0.0578 [0.5625843803506231, 0.5740350054767448, 0.44617787009619775]"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Statistical significance check,,,,,,,,,,,,,,,,,,
,"Does synthetic data help (ablated control) - report the average stats from each benchmark

subtraction from the base-model ",,,,,,,,,,,,,,,,,,
,Does fineweb data help,,,,,,,,,,,,,,,,,,
,Finetune full checkpoint on modernBERT [huggingface one],,,,,,,,,,,,,,,,,,
,Model Merge - does it help,,,,,,,,,,,,,,,,,,
,"causal impact test - computing the data favor for the specific benchmark (adding newspaper to continued pretraining, and test on WxImpactBench)",,,,,,,,,,,,,,,,,,
,Student's t test or will-coxon test,,,,,,,,,,,,,,,,,,
