,,,,,,,,,,,,,,,,,,,
CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch5,CMB_MARK_CX_LRD_epoch5,CMB_WX_SYN_ZYDA_CX_epoch5,MB_CX_LAST_epoch5,,CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch10,CMB_MARK_CX_LRD_epoch10,CMB_WX_SYN_ZYDA_CX_epoch10,MB_CX_LAST_epoch10,,CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch15,CMB_MARK_CX_LRD_epoch15,CMB_WX_SYN_ZYDA_CX_epoch15,MB_CX_LAST_epoch15,,CMB_FWEdu_V2_MARK_WX_SYN_ZYDA_CX_LRD_epoch20,CMB_MARK_CX_LRD_epoch20,CMB_WX_SYN_ZYDA_CX_epoch20,MB_CX_LAST_epoch20,
"precision: 0.9167 ± 0.0048 [0.9201277955271565, 0.9201277955271565, 0.9099378881987578]","precision: 0.9346 ± 0.0051 [0.9383561643835616, 0.9273927392739274, 0.9381443298969072]","precision: 0.9559 ± 0.0040 [0.9601328903654485, 0.956953642384106, 0.9504950495049505]","precision: 0.9524 ± 0.0057 [0.948220064724919, 0.9485530546623794, 0.9603960396039604]",,"precision: 0.9806 ± 0.0066 [0.9834983498349835, 0.9714285714285714, 0.9867986798679867]","precision: 0.9537 ± 0.0014 [0.9517684887459807, 0.9548387096774194, 0.9545454545454546]","precision: 0.9665 ± 0.0036 [0.9704918032786886, 0.9673202614379085, 0.9617834394904459]","precision: 0.9694 ± 0.0039 [0.9640522875816994, 0.9705882352941176, 0.973421926910299]",,"precision: 0.9667 ± 0.0014 [0.9646302250803859, 0.967741935483871, 0.9676375404530745]","precision: 0.9667 ± 0.0012 [0.9676375404530745, 0.9650793650793651, 0.9674267100977199]","precision: 0.9720 ± 0.0040 [0.9774193548387097, 0.9705882352941176, 0.9680511182108626]","precision: 0.9717 ± 0.0039 [0.9769736842105263, 0.9705882352941176, 0.9675324675324676]",,"precision: 0.9388 ± 0.0129 [0.9570552147239264, 0.9296636085626911, 0.9296636085626911]","precision: 0.9756 ± 0.0013 [0.976027397260274, 0.9738562091503268, 0.9768211920529801]","precision: 0.9789 ± 0.0062 [0.9717868338557993, 0.9868852459016394, 0.9779179810725552]","precision: 0.9792 ± 0.0056 [0.9834983498349835, 0.9713375796178344, 0.9828178694158075]",
"recall: 0.9052 ± 0.0074 [0.9, 0.9, 0.915625]","recall: 0.8625 ± 0.0111 [0.85625, 0.878125, 0.853125]","recall: 0.9021 ± 0.0015 [0.903125, 0.903125, 0.9]","recall: 0.9156 ± 0.0051 [0.915625, 0.921875, 0.909375]",,"recall: 0.9406 ± 0.0111 [0.93125, 0.95625, 0.934375]","recall: 0.9229 ± 0.0029 [0.925, 0.925, 0.91875]","recall: 0.9313 ± 0.0088 [0.925, 0.925, 0.94375]","recall: 0.9219 ± 0.0051 [0.921875, 0.928125, 0.915625]",,"recall: 0.9365 ± 0.0015 [0.9375, 0.9375, 0.934375]","recall: 0.9375 ± 0.0092 [0.934375, 0.95, 0.928125]","recall: 0.9406 ± 0.0088 [0.946875, 0.928125, 0.946875]","recall: 0.9292 ± 0.0015 [0.928125, 0.928125, 0.93125]",,"recall: 0.9583 ± 0.0118 [0.975, 0.95, 0.95]","recall: 0.9146 ± 0.0174 [0.890625, 0.93125, 0.921875]","recall: 0.9594 ± 0.0133 [0.96875, 0.940625, 0.96875]","recall: 0.9260 ± 0.0245 [0.93125, 0.953125, 0.89375]",
"f1: 0.9109 ± 0.0013 [0.909952606635071, 0.909952606635071, 0.9127725856697819]","f1: 0.8970 ± 0.0036 [0.8954248366013072, 0.9020866773675762, 0.8936170212765957]","f1: 0.9282 ± 0.0026 [0.9307568438003221, 0.9292604501607717, 0.9245585874799358]","f1: 0.9336 ± 0.0014 [0.931637519872814, 0.9350237717908082, 0.9341894060995185]",,"f1: 0.9601 ± 0.0029 [0.956661316211878, 0.9637795275590552, 0.9598715890850722]","f1: 0.9381 ± 0.0014 [0.9381933438985737, 0.9396825396825397, 0.9363057324840764]","f1: 0.9485 ± 0.0030 [0.9472, 0.9456869009584664, 0.9526813880126183]","f1: 0.9450 ± 0.0028 [0.9424920127795527, 0.9488817891373802, 0.9436392914653784]",,"f1: 0.9513 ± 0.0008 [0.9508716323296355, 0.9523809523809523, 0.9507154213036566]","f1: 0.9519 ± 0.0042 [0.9507154213036566, 0.9574803149606299, 0.9473684210526315]","f1: 0.9560 ± 0.0054 [0.9619047619047619, 0.9488817891373802, 0.957345971563981]","f1: 0.9499 ± 0.0014 [0.9519230769230769, 0.9488817891373802, 0.9490445859872612]",,"f1: 0.9485 ± 0.0124 [0.9659442724458205, 0.9397217928902627, 0.9397217928902627]","f1: 0.9440 ± 0.0090 [0.9313725490196079, 0.952076677316294, 0.9485530546623794]","f1: 0.9689 ± 0.0042 [0.9702660406885759, 0.9632, 0.9733124018838305]","f1: 0.9517 ± 0.0112 [0.956661316211878, 0.9621451104100947, 0.9361702127659575]",
"accuracy: 0.8583 ± 0.0012 [0.8575, 0.8575, 0.86]","accuracy: 0.8417 ± 0.0042 [0.84, 0.8475, 0.8375]","accuracy: 0.8883 ± 0.0042 [0.8925, 0.89, 0.8825]","accuracy: 0.8958 ± 0.0024 [0.8925, 0.8975, 0.8975]",,"accuracy: 0.9375 ± 0.0041 [0.9325, 0.9425, 0.9375]","accuracy: 0.9025 ± 0.0020 [0.9025, 0.905, 0.9]","accuracy: 0.9192 ± 0.0042 [0.9175, 0.915, 0.925]","accuracy: 0.9142 ± 0.0042 [0.91, 0.92, 0.9125]",,"accuracy: 0.9233 ± 0.0012 [0.9225, 0.925, 0.9225]","accuracy: 0.9242 ± 0.0062 [0.9225, 0.9325, 0.9175]","accuracy: 0.9308 ± 0.0082 [0.94, 0.92, 0.9325]","accuracy: 0.9217 ± 0.0024 [0.925, 0.92, 0.92]",,"accuracy: 0.9167 ± 0.0200 [0.945, 0.9025, 0.9025]","accuracy: 0.9133 ± 0.0131 [0.895, 0.925, 0.92]","accuracy: 0.9508 ± 0.0062 [0.9525, 0.9425, 0.9575]","accuracy: 0.9250 ± 0.0162 [0.9325, 0.94, 0.9025]",
,,,,,,,,,,,,,,,,,,,
climate_sentiment:,climate_sentiment:,climate_sentiment:,climate_sentiment:,,climate_sentiment:,climate_sentiment:,climate_sentiment:,climate_sentiment:,,climate_sentiment:,climate_sentiment:,climate_sentiment:,climate_sentiment:,,climate_sentiment:,climate_sentiment:,climate_sentiment:,climate_sentiment:,
"micro_f1: 0.7010 ± 0.0029 [0.703125, 0.703125, 0.696875]","micro_f1: 0.6813 ± 0.0044 [0.684375, 0.684375, 0.675]","micro_f1: 0.7240 ± 0.0106 [0.709375, 0.734375, 0.728125]","micro_f1: 0.7354 ± 0.0064 [0.728125, 0.74375, 0.734375]",,"micro_f1: 0.7635 ± 0.0064 [0.75625, 0.771875, 0.7625]","micro_f1: 0.7750 ± 0.0088 [0.76875, 0.76875, 0.7875]","micro_f1: 0.7740 ± 0.0217 [0.79375, 0.74375, 0.784375]","micro_f1: 0.8000 ± 0.0051 [0.80625, 0.79375, 0.8]",,"micro_f1: 0.7812 ± 0.0044 [0.778125, 0.7875, 0.778125]","micro_f1: 0.7781 ± 0.0111 [0.76875, 0.771875, 0.79375]","micro_f1: 0.8240 ± 0.0029 [0.828125, 0.821875, 0.821875]","micro_f1: 0.7812 ± 0.0077 [0.78125, 0.790625, 0.771875]",,"micro_f1: 0.7750 ± 0.0088 [0.7625, 0.78125, 0.78125]","micro_f1: 0.8000 ± 0.0068 [0.790625, 0.80625, 0.803125]","micro_f1: 0.8000 ± 0.0044 [0.79375, 0.803125, 0.803125]","micro_f1: 0.7958 ± 0.0064 [0.7875, 0.796875, 0.803125]",
"macro_f1: 0.6267 ± 0.0046 [0.6214285714285714, 0.6259911921143805, 0.6326694738439361]","macro_f1: 0.6170 ± 0.0048 [0.6180064083856219, 0.6222865590181931, 0.6107456070593632]","macro_f1: 0.6645 ± 0.0222 [0.6333110481883488, 0.6829583772391992, 0.6771330498072817]","macro_f1: 0.6903 ± 0.0088 [0.678489095925996, 0.6997736018111854, 0.6925456244254562]",,"macro_f1: 0.7375 ± 0.0080 [0.7265217347422815, 0.745294418842806, 0.7407386771517622]","macro_f1: 0.7505 ± 0.0096 [0.7424722142910017, 0.7448709759836484, 0.7640197036236077]","macro_f1: 0.7489 ± 0.0263 [0.7723881067691182, 0.7121250114930998, 0.7621529446054544]","macro_f1: 0.7750 ± 0.0048 [0.7807074779959651, 0.7689448303209384, 0.7754437691097636]",,"macro_f1: 0.7586 ± 0.0050 [0.7555347220187697, 0.7657169990503325, 0.7546971011932079]","macro_f1: 0.7642 ± 0.0115 [0.7555568229634023, 0.7564584611313583, 0.7804731991752852]","macro_f1: 0.8091 ± 0.0031 [0.813469577998149, 0.8070928070928071, 0.8068676378300806]","macro_f1: 0.7614 ± 0.0067 [0.7600776293033938, 0.7702408344838165, 0.7539376639101475]",,"macro_f1: 0.7453 ± 0.0068 [0.7363373289099034, 0.7527814132465295, 0.7468641090200429]","macro_f1: 0.7808 ± 0.0052 [0.7747537505602021, 0.7874784206412961, 0.7801120201507673]","macro_f1: 0.7761 ± 0.0020 [0.7775344646373942, 0.7733268186292213, 0.7774009989469515]","macro_f1: 0.7723 ± 0.0060 [0.7639503169688928, 0.7753375531692585, 0.7775401035745864]",
"weighted_f1: 0.6906 ± 0.0006 [0.6897098214285714, 0.6910030158926218, 0.6909997723910323]","weighted_f1: 0.6738 ± 0.0047 [0.6765110997236612, 0.6777146747555293, 0.6671358425421269]","weighted_f1: 0.7173 ± 0.0159 [0.694941907051282, 0.731160039625044, 0.7256808301907641]","weighted_f1: 0.7338 ± 0.0077 [0.7245198039828994, 0.7434392324861401, 0.7333208652628962]",,"weighted_f1: 0.7637 ± 0.0063 [0.7562739387470858, 0.7716530337941628, 0.7630993581335457]","weighted_f1: 0.7780 ± 0.0084 [0.7720887860473971, 0.7719363383048032, 0.7898765697768166]","weighted_f1: 0.7759 ± 0.0224 [0.7960517117652461, 0.744703000012538, 0.7868832296000684]","weighted_f1: 0.8012 ± 0.0055 [0.8077271170528231, 0.7942475967995701, 0.8015816448950469]",,"weighted_f1: 0.7817 ± 0.0043 [0.7790842073653063, 0.7877461716524217, 0.7783136027626434]","weighted_f1: 0.7797 ± 0.0108 [0.7709485573413332, 0.7731575584262499, 0.7948977918571986]","weighted_f1: 0.8255 ± 0.0032 [0.8299793784596863, 0.8233308619178186, 0.8231978429533635]","weighted_f1: 0.7857 ± 0.0064 [0.7843059239610964, 0.7942397223500537, 0.7786750982851252]",,"weighted_f1: 0.7756 ± 0.0086 [0.7635136767847842, 0.7831955770327863, 0.7800174700209107]","weighted_f1: 0.8010 ± 0.0066 [0.7918628779767893, 0.8072443988910442, 0.8038132262474369]","weighted_f1: 0.8009 ± 0.0035 [0.7959722420636945, 0.8030687522571325, 0.8035957018230299]","weighted_f1: 0.7991 ± 0.0061 [0.791203594924812, 0.80024115755627, 0.8060048254547176]",
"accuracy: 0.7010 ± 0.0029 [0.703125, 0.703125, 0.696875]","accuracy: 0.6813 ± 0.0044 [0.684375, 0.684375, 0.675]","accuracy: 0.7240 ± 0.0106 [0.709375, 0.734375, 0.728125]","accuracy: 0.7354 ± 0.0064 [0.728125, 0.74375, 0.734375]",,"accuracy: 0.7635 ± 0.0064 [0.75625, 0.771875, 0.7625]","accuracy: 0.7750 ± 0.0088 [0.76875, 0.76875, 0.7875]","accuracy: 0.7740 ± 0.0217 [0.79375, 0.74375, 0.784375]","accuracy: 0.8000 ± 0.0051 [0.80625, 0.79375, 0.8]",,"accuracy: 0.7812 ± 0.0044 [0.778125, 0.7875, 0.778125]","accuracy: 0.7781 ± 0.0111 [0.76875, 0.771875, 0.79375]","accuracy: 0.8240 ± 0.0029 [0.828125, 0.821875, 0.821875]","accuracy: 0.7812 ± 0.0077 [0.78125, 0.790625, 0.771875]",,"accuracy: 0.7750 ± 0.0088 [0.7625, 0.78125, 0.78125]","accuracy: 0.8000 ± 0.0068 [0.790625, 0.80625, 0.803125]","accuracy: 0.8000 ± 0.0044 [0.79375, 0.803125, 0.803125]","accuracy: 0.7958 ± 0.0064 [0.7875, 0.796875, 0.803125]",
,,,,,,,,,,,,,,,,,,,
climate_specificity:,climate_specificity:,climate_specificity:,climate_specificity:,,climate_specificity:,climate_specificity:,climate_specificity:,climate_specificity:,,climate_specificity:,climate_specificity:,climate_specificity:,climate_specificity:,,climate_specificity:,climate_specificity:,climate_specificity:,climate_specificity:,
"precision: 0.7858 ± 0.0063 [0.7865168539325843, 0.7777777777777778, 0.7931034482758621]","precision: 0.8538 ± 0.0074 [0.8433734939759037, 0.8589743589743589, 0.8589743589743589]","precision: 0.8789 ± 0.0008 [0.8783783783783784, 0.88, 0.8783783783783784]","precision: 0.7947 ± 0.0075 [0.8, 0.7840909090909091, 0.8]",,"precision: 0.8594 ± 0.0113 [0.8717948717948718, 0.8444444444444444, 0.8620689655172413]","precision: 0.8406 ± 0.0411 [0.8536585365853658, 0.8831168831168831, 0.7849462365591398]","precision: 0.8205 ± 0.0116 [0.8043478260869565, 0.8255813953488372, 0.8314606741573034]","precision: 0.8481 ± 0.0182 [0.8395061728395061, 0.8734177215189873, 0.8313253012048193]",,"precision: 0.8978 ± 0.0162 [0.8780487804878049, 0.8974358974358975, 0.9178082191780822]","precision: 0.7922 ± 0.0157 [0.7938144329896907, 0.8105263157894737, 0.7722772277227723]","precision: 0.8601 ± 0.0332 [0.8131868131868132, 0.8809523809523809, 0.8860759493670886]","precision: 0.8262 ± 0.0142 [0.8452380952380952, 0.8111111111111111, 0.8222222222222222]",,"precision: 0.9180 ± 0.0216 [0.9342105263157895, 0.9324324324324325, 0.8875]","precision: 0.8439 ± 0.0085 [0.8352941176470589, 0.8554216867469879, 0.8409090909090909]","precision: 0.8306 ± 0.0447 [0.7684210526315789, 0.8714285714285714, 0.8518518518518519]","precision: 0.8749 ± 0.0392 [0.8202247191011236, 0.8939393939393939, 0.9104477611940298]",
"recall: 0.5664 ± 0.0038 [0.5691056910569106, 0.5691056910569106, 0.5609756097560976]","recall: 0.5528 ± 0.0115 [0.5691056910569106, 0.5447154471544715, 0.5447154471544715]","recall: 0.5312 ± 0.0038 [0.5284552845528455, 0.5365853658536586, 0.5284552845528455]","recall: 0.5556 ± 0.0038 [0.5528455284552846, 0.5609756097560976, 0.5528455284552846]",,"recall: 0.5935 ± 0.0289 [0.5528455284552846, 0.6178861788617886, 0.6097560975609756]","recall: 0.5718 ± 0.0167 [0.5691056910569106, 0.5528455284552846, 0.5934959349593496]","recall: 0.5935 ± 0.0115 [0.6016260162601627, 0.5772357723577236, 0.6016260162601627]","recall: 0.5583 ± 0.0038 [0.5528455284552846, 0.5609756097560976, 0.5609756097560976]",,"recall: 0.5664 ± 0.0167 [0.5853658536585366, 0.5691056910569106, 0.5447154471544715]","recall: 0.6287 ± 0.0038 [0.6260162601626016, 0.6260162601626016, 0.6341463414634146]","recall: 0.5908 ± 0.0153 [0.6016260162601627, 0.6016260162601627, 0.5691056910569106]","recall: 0.5908 ± 0.0101 [0.5772357723577236, 0.5934959349593496, 0.6016260162601627]",,"recall: 0.5718 ± 0.0077 [0.5772357723577236, 0.5609756097560976, 0.5772357723577236]","recall: 0.5854 ± 0.0115 [0.5772357723577236, 0.5772357723577236, 0.6016260162601627]","recall: 0.5501 ± 0.0406 [0.5934959349593496, 0.4959349593495935, 0.5609756097560976]","recall: 0.5230 ± 0.0503 [0.5934959349593496, 0.4796747967479675, 0.4959349593495935]",
"f1: 0.6583 ± 0.0015 [0.660377358490566, 0.6572769953051644, 0.6571428571428571]","f1: 0.6710 ± 0.0061 [0.6796116504854369, 0.6666666666666666, 0.6666666666666666]","f1: 0.6622 ± 0.0032 [0.6598984771573604, 0.6666666666666666, 0.6598984771573604]","f1: 0.6539 ± 0.0001 [0.6538461538461539, 0.6540284360189573, 0.6538461538461539]",,"f1: 0.7015 ± 0.0176 [0.6766169154228856, 0.7136150234741784, 0.7142857142857143]","f1: 0.6796 ± 0.0029 [0.6829268292682927, 0.68, 0.6759259259259259]","f1: 0.6886 ± 0.0076 [0.6883720930232559, 0.6794258373205742, 0.6981132075471698]","f1: 0.6732 ± 0.0071 [0.6666666666666666, 0.6831683168316832, 0.6699029126213593]",,"f1: 0.6942 ± 0.0078 [0.7024390243902439, 0.6965174129353234, 0.6836734693877551]","f1: 0.7010 ± 0.0041 [0.7, 0.7064220183486238, 0.6964285714285714]","f1: 0.6999 ± 0.0107 [0.6915887850467289, 0.714975845410628, 0.693069306930693]","f1: 0.6888 ± 0.0043 [0.6859903381642513, 0.6854460093896714, 0.6948356807511737]",,"f1: 0.7045 ± 0.0064 [0.7135678391959799, 0.700507614213198, 0.6995073891625616]","f1: 0.6911 ± 0.0078 [0.6826923076923077, 0.6893203883495146, 0.7014218009478673]","f1: 0.6594 ± 0.0195 [0.6697247706422018, 0.6321243523316062, 0.6764705882352942]","f1: 0.6517 ± 0.0271 [0.6886792452830188, 0.6243386243386243, 0.6421052631578947]",
"accuracy: 0.7740 ± 0.0015 [0.775, 0.771875, 0.775]","accuracy: 0.7917 ± 0.0015 [0.79375, 0.790625, 0.790625]","accuracy: 0.7917 ± 0.0015 [0.790625, 0.79375, 0.790625]","accuracy: 0.7740 ± 0.0015 [0.775, 0.771875, 0.775]",,"accuracy: 0.8063 ± 0.0068 [0.796875, 0.809375, 0.8125]","accuracy: 0.7927 ± 0.0082 [0.796875, 0.8, 0.78125]","accuracy: 0.7938 ± 0.0044 [0.790625, 0.790625, 0.8]","accuracy: 0.7917 ± 0.0059 [0.7875, 0.8, 0.7875]",,"accuracy: 0.8083 ± 0.0015 [0.809375, 0.809375, 0.80625]","accuracy: 0.7938 ± 0.0051 [0.79375, 0.8, 0.7875]","accuracy: 0.8052 ± 0.0090 [0.79375, 0.815625, 0.80625]","accuracy: 0.7948 ± 0.0029 [0.796875, 0.790625, 0.796875]",,"accuracy: 0.8156 ± 0.0051 [0.821875, 0.815625, 0.809375]","accuracy: 0.7990 ± 0.0039 [0.79375, 0.8, 0.803125]","accuracy: 0.7823 ± 0.0082 [0.775, 0.778125, 0.79375]","accuracy: 0.7865 ± 0.0064 [0.79375, 0.778125, 0.7875]",
,,,,,,,,,,,,,,,,,,,
environmental_claims:,environmental_claims:,environmental_claims:,environmental_claims:,,environmental_claims:,environmental_claims:,environmental_claims:,environmental_claims:,,environmental_claims:,environmental_claims:,environmental_claims:,environmental_claims:,,environmental_claims:,environmental_claims:,environmental_claims:,environmental_claims:,
"precision: 0.7391 ± 0.0000 [0.7391304347826086, 0.7391304347826086, 0.7391304347826086]","precision: 0.7971 ± 0.0000 [0.7971014492753623, 0.7971014492753623, 0.7971014492753623]","precision: 0.7532 ± 0.0000 [0.7532467532467533, 0.7532467532467533, 0.7532467532467533]","precision: 0.7966 ± 0.0000 [0.7966101694915254, 0.7966101694915254, 0.7966101694915254]",,"precision: 0.8000 ± 0.0000 [0.8, 0.8, 0.8]","precision: 0.8065 ± 0.0000 [0.8064516129032258, 0.8064516129032258, 0.8064516129032258]","precision: 0.7703 ± 0.0000 [0.7702702702702703, 0.7702702702702703, 0.7702702702702703]","precision: 0.7821 ± 0.0000 [0.782051282051282, 0.782051282051282, 0.782051282051282]",,"precision: 0.7808 ± 0.0000 [0.7808219178082192, 0.7808219178082192, 0.7808219178082192]","precision: 0.8308 ± 0.0000 [0.8307692307692308, 0.8307692307692308, 0.8307692307692308]","precision: 0.7375 ± 0.0000 [0.7375, 0.7375, 0.7375]","precision: 0.8116 ± 0.0000 [0.8115942028985508, 0.8115942028985508, 0.8115942028985508]",,"precision: 0.8235 ± 0.0000 [0.8235294117647058, 0.8235294117647058, 0.8235294117647058]","precision: 0.7632 ± 0.0000 [0.7631578947368421, 0.7631578947368421, 0.7631578947368421]","precision: 0.8226 ± 0.0000 [0.8225806451612904, 0.8225806451612904, 0.8225806451612904]","precision: 0.7534 ± 0.0000 [0.7534246575342466, 0.7534246575342466, 0.7534246575342466]",
"recall: 0.7612 ± 0.0000 [0.7611940298507462, 0.7611940298507462, 0.7611940298507462]","recall: 0.8209 ± 0.0000 [0.8208955223880597, 0.8208955223880597, 0.8208955223880597]","recall: 0.8657 ± 0.0000 [0.8656716417910447, 0.8656716417910447, 0.8656716417910447]","recall: 0.7015 ± 0.0000 [0.7014925373134329, 0.7014925373134329, 0.7014925373134329]",,"recall: 0.8358 ± 0.0000 [0.835820895522388, 0.835820895522388, 0.835820895522388]","recall: 0.7463 ± 0.0000 [0.746268656716418, 0.746268656716418, 0.746268656716418]","recall: 0.8507 ± 0.0000 [0.8507462686567164, 0.8507462686567164, 0.8507462686567164]","recall: 0.9104 ± 0.0000 [0.9104477611940298, 0.9104477611940298, 0.9104477611940298]",,"recall: 0.8507 ± 0.0000 [0.8507462686567164, 0.8507462686567164, 0.8507462686567164]","recall: 0.8060 ± 0.0000 [0.8059701492537313, 0.8059701492537313, 0.8059701492537313]","recall: 0.8806 ± 0.0000 [0.8805970149253731, 0.8805970149253731, 0.8805970149253731]","recall: 0.8358 ± 0.0000 [0.835820895522388, 0.835820895522388, 0.835820895522388]",,"recall: 0.8358 ± 0.0000 [0.835820895522388, 0.835820895522388, 0.835820895522388]","recall: 0.8657 ± 0.0000 [0.8656716417910447, 0.8656716417910447, 0.8656716417910447]","recall: 0.7612 ± 0.0000 [0.7611940298507462, 0.7611940298507462, 0.7611940298507462]","recall: 0.8209 ± 0.0000 [0.8208955223880597, 0.8208955223880597, 0.8208955223880597]",
"f1: 0.7500 ± 0.0000 [0.75, 0.75, 0.75]","f1: 0.8088 ± 0.0000 [0.8088235294117647, 0.8088235294117647, 0.8088235294117647]","f1: 0.8056 ± 0.0000 [0.8055555555555556, 0.8055555555555556, 0.8055555555555556]","f1: 0.7460 ± 0.0000 [0.746031746031746, 0.746031746031746, 0.746031746031746]",,"f1: 0.8175 ± 0.0000 [0.8175182481751825, 0.8175182481751825, 0.8175182481751825]","f1: 0.7752 ± 0.0000 [0.7751937984496124, 0.7751937984496124, 0.7751937984496124]","f1: 0.8085 ± 0.0000 [0.8085106382978723, 0.8085106382978723, 0.8085106382978723]","f1: 0.8414 ± 0.0000 [0.8413793103448276, 0.8413793103448276, 0.8413793103448276]",,"f1: 0.8143 ± 0.0000 [0.8142857142857143, 0.8142857142857143, 0.8142857142857143]","f1: 0.8182 ± 0.0000 [0.8181818181818182, 0.8181818181818182, 0.8181818181818182]","f1: 0.8027 ± 0.0000 [0.8027210884353742, 0.8027210884353742, 0.8027210884353742]","f1: 0.8235 ± 0.0000 [0.8235294117647058, 0.8235294117647058, 0.8235294117647058]",,"f1: 0.8296 ± 0.0000 [0.8296296296296296, 0.8296296296296296, 0.8296296296296296]","f1: 0.8112 ± 0.0000 [0.8111888111888111, 0.8111888111888111, 0.8111888111888111]","f1: 0.7907 ± 0.0000 [0.7906976744186046, 0.7906976744186046, 0.7906976744186046]","f1: 0.7857 ± 0.0000 [0.7857142857142857, 0.7857142857142857, 0.7857142857142857]",
"accuracy: 0.8717 ± 0.0000 [0.8716981132075472, 0.8716981132075472, 0.8716981132075472]","accuracy: 0.9019 ± 0.0000 [0.9018867924528302, 0.9018867924528302, 0.9018867924528302]","accuracy: 0.8943 ± 0.0000 [0.8943396226415095, 0.8943396226415095, 0.8943396226415095]","accuracy: 0.8792 ± 0.0000 [0.879245283018868, 0.879245283018868, 0.879245283018868]",,"accuracy: 0.9057 ± 0.0000 [0.9056603773584906, 0.9056603773584906, 0.9056603773584906]","accuracy: 0.8906 ± 0.0000 [0.8905660377358491, 0.8905660377358491, 0.8905660377358491]","accuracy: 0.8981 ± 0.0000 [0.8981132075471698, 0.8981132075471698, 0.8981132075471698]","accuracy: 0.9132 ± 0.0000 [0.9132075471698113, 0.9132075471698113, 0.9132075471698113]",,"accuracy: 0.9019 ± 0.0000 [0.9018867924528302, 0.9018867924528302, 0.9018867924528302]","accuracy: 0.9094 ± 0.0000 [0.909433962264151, 0.909433962264151, 0.909433962264151]","accuracy: 0.8906 ± 0.0000 [0.8905660377358491, 0.8905660377358491, 0.8905660377358491]","accuracy: 0.9094 ± 0.0000 [0.909433962264151, 0.909433962264151, 0.909433962264151]",,"accuracy: 0.9132 ± 0.0000 [0.9132075471698113, 0.9132075471698113, 0.9132075471698113]","accuracy: 0.8981 ± 0.0000 [0.8981132075471698, 0.8981132075471698, 0.8981132075471698]","accuracy: 0.8981 ± 0.0000 [0.8981132075471698, 0.8981132075471698, 0.8981132075471698]","accuracy: 0.8868 ± 0.0000 [0.8867924528301887, 0.8867924528301887, 0.8867924528301887]",
,,,,,,,,,,,,,,,,,,,
netzero_reduction:,netzero_reduction:,netzero_reduction:,netzero_reduction:,,netzero_reduction:,netzero_reduction:,netzero_reduction:,netzero_reduction:,,netzero_reduction:,netzero_reduction:,netzero_reduction:,netzero_reduction:,,netzero_reduction:,netzero_reduction:,netzero_reduction:,netzero_reduction:,
"micro_f1: 0.9657 ± 0.0007 [0.965166908563135, 0.9666182873730044, 0.965166908563135]","micro_f1: 0.9594 ± 0.0012 [0.9608127721335269, 0.9593613933236574, 0.9579100145137881]","micro_f1: 0.9826 ± 0.0041 [0.9854862119013063, 0.9854862119013063, 0.97677793904209]","micro_f1: 0.9758 ± 0.0027 [0.9738751814223512, 0.9796806966618288, 0.9738751814223512]",,"micro_f1: 0.9908 ± 0.0014 [0.9898403483309144, 0.9898403483309144, 0.9927431059506531]","micro_f1: 0.9845 ± 0.0108 [0.969521044992743, 0.9898403483309144, 0.9941944847605225]","micro_f1: 0.9923 ± 0.0007 [0.9927431059506531, 0.9927431059506531, 0.9912917271407837]","micro_f1: 0.9889 ± 0.0056 [0.9811320754716981, 0.9912917271407837, 0.9941944847605225]",,"micro_f1: 0.9898 ± 0.0043 [0.9941944847605225, 0.9840348330914369, 0.9912917271407837]","micro_f1: 0.9816 ± 0.0049 [0.97677793904209, 0.9796806966618288, 0.988388969521045]","micro_f1: 0.9869 ± 0.0072 [0.9927431059506531, 0.9912917271407837, 0.97677793904209]","micro_f1: 0.9918 ± 0.0007 [0.9912917271407837, 0.9927431059506531, 0.9912917271407837]",,"micro_f1: 0.9913 ± 0.0012 [0.9927431059506531, 0.9912917271407837, 0.9898403483309144]","micro_f1: 0.9927 ± 0.0012 [0.9941944847605225, 0.9912917271407837, 0.9927431059506531]","micro_f1: 0.9898 ± 0.0024 [0.9869375907111756, 0.9898403483309144, 0.9927431059506531]","micro_f1: 0.9874 ± 0.0055 [0.9912917271407837, 0.9796806966618288, 0.9912917271407837]",
